"","Player.Name","Salary","Position","Age","Team","Games Played","Games Started","Minutes Played","Field Goals Made","Field Goals Attempted","FG..x","3-Pointers Made","X3P..x","2-Pointers Made","X2P..x","eFG.","Free-Throws Made","FTA.x","FT..x","PTS.x","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","Is_NBA","X2022.Signing","PTS.y","FG..y","X2P..y","X3P..y","FTA.y","FT..y","3-Pointers Attempted","2-Pointers Attempted","Free-Throws Attempted","Offensive Rebounds","Defensive Rebounds","Total Rebounds","Assists","Steals","Blocks","Turnovers","Personal Fouls"
"233","Moses Moody",3740160,"SG",20,"GSW",63,3,13,1.7,3.6,0.476,0.8,0.363,0.9,0.641,0.584,0.6,0.8,0.698,4.8,817,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1,0.8,12,14.6,0.7,0.6,1.3,0.076,-1.7,-0.9,-2.6,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2.1,1.5,0.8,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9
"234","Mark Williams",3722040,"C",21,"CHO",43,17,19.3,3.7,5.8,0.637,0,NA,3.7,0.637,0.637,1.6,2.3,0.691,9,828,19.8,0.659,0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12,17,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4,1,NA,NA,NA,NA,NA,NA,NA,0,5.8,2.3,2.2,4.9,7.1,0.4,0.7,1,0.9,2.2
"235","Cole Anthony",3613680,"PG",22,"ORL",60,4,25.9,4.6,10.2,0.454,1.3,0.364,3.4,0.5,0.516,2.5,2.8,0.894,13,1552,16,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,0.7,0.5,1.3,1.3,1,NA,NA,NA,NA,NA,NA,NA,3.4,6.7,2.8,0.8,4,4.8,3.9,0.6,0.5,1.5,2.6
"236","Corey Kispert",3552840,"SF",23,"WAS",74,45,28.3,3.9,7.9,0.497,2.2,0.424,1.7,0.637,0.637,1,1.2,0.852,11.1,2093,11.5,0.657,0.656,0.15,1.8,8.9,5.5,5.7,0.7,0.4,8.1,14.1,2.9,0.9,3.8,0.088,-0.1,-1.4,-1.5,0.2,1,NA,NA,NA,NA,NA,NA,NA,5.2,2.7,1.2,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3
"237","AJ Griffin",3536160,"SF",19,"ATL",72,12,19.5,3.4,7.4,0.465,1.4,0.39,2,0.536,0.56,0.6,0.7,0.894,8.9,1401,12.6,0.577,0.486,0.088,2.9,9.2,6,7,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,1,NA,NA,NA,NA,NA,NA,NA,3.6,3.8,0.7,0.5,1.6,2.1,1,0.6,0.2,0.6,1.2
"238","Mike Muscala",3500000,"C",31,"BOS/OKC",63,9,15,2.1,4.6,0.449,1.3,0.391,0.8,0.588,0.587,0.6,0.8,0.769,6.1,945,13,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4,1,NA,NA,NA,NA,NA,NA,NA,3.3,1.3,0.8,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6
"239","Georges Niang",3465000,"PF",29,"PHI",78,1,19.4,2.8,6.4,0.442,2,0.401,0.9,0.576,0.596,0.5,0.6,0.867,8.2,1512,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1,0.9,9.4,17,1.1,1.4,2.5,0.078,-0.4,-1,-1.4,0.2,1,NA,NA,NA,NA,NA,NA,NA,4.9,1.5,0.6,0.2,2.1,2.4,1,0.4,0.2,0.7,1.9
"240","Isaiah Stewart",3433320,"C",21,"DET",50,47,28.3,3.9,8.8,0.442,1.3,0.327,2.6,0.542,0.518,2.2,3,0.738,11.3,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,4.1,4.7,3,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7
"241","Chuma Okeke",3433320,"SF",24,"ORL",27,8,19.2,1.6,4.5,0.352,1,0.302,0.6,0.472,0.459,0.6,0.8,0.762,4.7,518,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0,0.6,0.7,0.061,-2.4,0.8,-1.6,0.1,1,NA,NA,NA,NA,NA,NA,NA,3.2,1.3,0.8,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5
"242","Amir Coffey",3395062,"SF",25,"LAC",50,9,12.5,1.1,2.9,0.386,0.2,0.275,0.9,0.429,0.424,1,1.3,0.778,3.4,625,7,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,0.1,0.3,0.4,0.033,-4.3,-0.7,-5,-0.5,1,NA,NA,NA,NA,NA,NA,NA,0.8,2.1,1.3,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1
"243","Tari Eason",3359160,"PF",21,"HOU",82,5,21.5,3.6,8,0.448,0.7,0.343,2.9,0.486,0.493,1.3,1.8,0.752,9.3,1767,15.2,0.525,0.261,0.22,12,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.07,-1.3,-0.4,-1.7,0.1,1,NA,NA,NA,NA,NA,NA,NA,2.1,6,1.8,2.4,3.7,6,1.1,1.2,0.6,1.2,2.3
"244","Aleksej Pokusevski",3261480,"PF",21,"OKC",34,25,20.6,3.2,7.3,0.434,1.1,0.365,2.1,0.483,0.51,0.6,1,0.629,8.1,701,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14,18.3,0,1,1,0.066,-1,1,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,3.1,4.3,1,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7
"245","Simone Fontecchio",3205128,"SF",27,"UTA",52,6,14.7,2.2,6,0.369,1.2,0.33,1,0.43,0.47,0.7,0.8,0.795,6.3,766,8,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,-0.4,0.3,-0.1,-0.004,-3,-2.1,-5.2,-0.6,1,NA,NA,NA,NA,NA,NA,NA,3.7,2.3,0.8,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2
"246","Andre Drummond",3200000,"C",29,"CHI",67,0,12.7,2.5,4.1,0.606,0,0,2.5,0.613,0.606,1,1.9,0.536,6,849,20.8,0.606,0.011,0.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21,0.8,2,2.8,0.159,-1.2,0.5,-0.8,0.3,1,NA,NA,NA,NA,NA,NA,NA,0,4,1.9,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7
"247","Dalen Terry",3191400,"SG",20,"CHI",38,0,5.6,0.8,1.9,0.444,0.2,0.259,0.7,0.556,0.493,0.4,0.6,0.667,2.2,214,14.1,0.523,0.375,0.292,6.5,13,9.8,14.1,2.5,2.3,9,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0,0.1,1,NA,NA,NA,NA,NA,NA,NA,0.7,1.2,0.6,0.3,0.7,1,0.6,0.3,0.1,0.2,0.6
"248","Sterling Brown",3122602,"SF",27,"LAL",4,0,6,0,1,0,0,0,0,0,0,0,0,NA,0,24,7,0,0.5,0,13.9,21.6,17.8,9.4,5.9,0,0,7,0,0.1,0,0.04,-7.7,4.3,-3.3,0,1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.8,1.3,2,0.5,0.8,0,0,1
"249","Josh Green",3098400,"SG",22,"DAL",60,21,25.7,3.4,6.4,0.537,1.1,0.402,2.3,0.643,0.626,1.1,1.6,0.723,9.1,1539,11.2,0.645,0.442,0.246,4.1,9.7,6.9,9.7,1.4,0.3,14.5,14.6,1.7,0.9,2.6,0.082,-1.9,-0.6,-2.4,-0.2,1,NA,NA,NA,NA,NA,NA,NA,2.8,3.6,1.6,0.9,2.1,3,1.7,0.7,0.1,1.2,2.6
"250","Jake LaRavia",3047640,"PF",21,"MEM",35,0,11.8,1.1,2.7,0.389,0.7,0.338,0.4,0.542,0.516,0.2,0.3,0.778,3,414,6.7,0.531,0.747,0.095,4.9,11.3,8.1,6.2,1.4,0.9,15.4,11.7,0,0.5,0.5,0.054,-3.9,0.4,-3.5,-0.2,1,NA,NA,NA,NA,NA,NA,NA,2,0.7,0.3,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4
"251","Tre Mann",3046200,"PG",21,"OKC",67,5,17.7,2.9,7.5,0.393,1.2,0.315,1.7,0.475,0.474,0.6,0.8,0.764,7.7,1183,10,0.492,0.513,0.11,2.4,11.8,7,14,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3,-1,-3.9,-0.6,1,NA,NA,NA,NA,NA,NA,NA,3.8,3.6,0.8,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5
"252","Kevin Knox",3000000,"SF-PF",23,"DET/POR",63,5,15.1,2.4,5.3,0.458,1,0.349,1.4,0.596,0.556,0.7,1,0.767,6.6,952,11.1,0.579,0.56,0.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,0.034,-2.1,-1.4,-3.5,-0.4,1,NA,NA,NA,NA,NA,NA,NA,3,2.3,1,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5
"253","Saddiq Bey",2959080,"SF",23,"DET/ATL",77,37,27.6,4.6,10.9,0.422,2,0.361,2.6,0.483,0.513,2.7,3.1,0.861,13.8,2129,14.6,0.564,0.5,0.285,5,14,9.4,8.1,1.6,0.5,7,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9,1,NA,NA,NA,NA,NA,NA,NA,5.4,5.4,3.1,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6
"254","Malaki Branham",2925600,"SG",19,"SAS",66,32,23.5,4.1,9.3,0.44,1.2,0.302,2.9,0.539,0.503,0.9,1.1,0.829,10.2,1550,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3,-2.1,-5.2,-1.3,1,NA,NA,NA,NA,NA,NA,NA,3.9,5.4,1.1,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7
"255","Joe Wieskamp",2909261,"SF",23,"TOR",9,0,5.6,0.3,1.6,0.214,0.3,0.25,0,0,0.321,0,0,NA,1,50,-0.4,0.321,0.857,0,0,9.8,4.5,7.4,0,0,6.7,12.8,-0.1,0,-0.1,-0.076,-7,-3.6,-10.6,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.3,0.2,0,0,0.4,0.4,0.3,0,0,0.1,0.3
"256","Kai Jones",2909040,"C",22,"CHO",46,0,12,1.5,2.6,0.558,0.1,0.211,1.4,0.624,0.575,0.4,0.6,0.731,3.4,550,10.8,0.597,0.158,0.217,7,17,11.9,3.7,1.5,4.7,19.1,12.4,0,0.7,0.7,0.062,-4.8,0.8,-4,-0.3,1,NA,NA,NA,NA,NA,NA,NA,0.4,2.2,0.6,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4
"257","Blake Griffin",2905851,"C",33,"BOS",41,16,13.9,1.5,3.2,0.485,0.6,0.348,1,0.625,0.573,0.5,0.8,0.656,4.1,569,13.1,0.59,0.508,0.246,9.2,20.4,14.9,14.2,1.2,1.4,13.2,12.7,1,0.8,1.8,0.153,-1.4,1.5,0.1,0.3,1,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,0.8,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8
"258","Robin Lopez",2905851,"C",34,"CLE",37,2,8.1,1.3,2,0.64,0.1,0.5,1.2,0.648,0.653,0.4,0.5,0.778,3,299,11.6,0.675,0.053,0.24,9.1,11,10,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.1,1.9,0.5,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2
"259","Markieff Morris",2905851,"PF",33,"BRK/DAL",35,2,10.1,1.3,3.3,0.409,0.8,0.394,0.5,0.432,0.53,0.3,0.3,1,3.8,355,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2,1.3,0.3,0.4,1.7,2,0.9,0.3,0.1,0.5,1.4
"260","Andre Iguodala",2905851,"PF",39,"GSW",8,0,14.1,0.9,1.9,0.467,0.1,0.111,0.8,1,0.5,0.3,0.4,0.667,2.1,113,7.3,0.521,0.6,0.2,3,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0,0.1,0.1,0.044,-4.3,1.7,-2.5,0,1,NA,NA,NA,NA,NA,NA,NA,1.1,0.8,0.4,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4
"261","Serge Ibaka",2905851,"C",33,"MIL",16,0,11.6,1.6,3.4,0.481,0.4,0.333,1.3,0.556,0.537,0.5,0.8,0.615,4.1,185,9.8,0.553,0.333,0.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0,0.2,0.2,0.058,-4.6,0,-4.5,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.1,2.3,0.8,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4
"262","Udonis Haslem",2905851,"C",42,"MIA",7,1,10.1,1.4,4.1,0.345,0.4,0.333,1,0.35,0.397,0.6,0.7,0.8,3.9,71,6.2,0.433,0.31,0.172,6.4,12,9.1,0,0.7,2.9,3.1,20.1,-0.1,0.1,0,-0.009,-8.2,-3.9,-12.1,-0.2,1,NA,NA,NA,NA,NA,NA,NA,1.3,2.9,0.7,0.6,1,1.6,0,0.1,0.3,0.1,1.6
"263","Wesley Matthews",2905851,"SF",36,"MIL",52,0,15.8,1.1,3.1,0.363,0.8,0.315,0.4,0.528,0.484,0.5,0.5,0.857,3.4,820,7,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.4,0.8,-2.7,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2.4,0.7,0.5,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4
"264","Austin Rivers",2905851,"SG",30,"MIN",52,10,19.5,1.8,4,0.435,0.8,0.35,0.9,0.558,0.538,0.6,0.8,0.769,4.9,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,1,NA,NA,NA,NA,NA,NA,NA,2.4,1.7,0.8,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5
"265","Bismack Biyombo",2905851,"C",30,"PHO",61,14,14.3,2,3.4,0.578,0,NA,2,0.578,0.578,0.4,1.1,0.357,4.3,874,14.4,0.555,0,0.34,11,22.1,16.5,8.7,1,9,17.7,14,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,1,NA,NA,NA,NA,NA,NA,NA,0,3.4,1.1,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9
"266","Taj Gibson",2905851,"C",37,"WAS",49,2,9.8,1.3,2.6,0.52,0.2,0.333,1.2,0.564,0.552,0.6,0.9,0.714,3.4,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1,1,NA,NA,NA,NA,NA,NA,NA,0.5,2.1,0.9,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7
"267","Precious Achiuwa",2840160,"C",23,"TOR",55,12,20.7,3.6,7.3,0.485,0.5,0.269,3,0.564,0.521,1.6,2.3,0.702,9.2,1140,15.2,0.554,0.267,0.307,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,0.8,1.4,2.2,0.093,-1.4,-0.8,-2.3,-0.1,1,NA,NA,NA,NA,NA,NA,NA,2,5.4,2.3,1.8,4.1,6,0.9,0.6,0.5,1.1,1.9
"268","Christian Braun",2808600,"SG",21,"DEN",76,6,15.5,1.9,3.8,0.495,0.4,0.354,1.4,0.565,0.554,0.5,0.8,0.625,4.7,1181,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,1,NA,NA,NA,NA,NA,NA,NA,1.3,2.5,0.8,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3
"269","Jordan Nwora",2800000,"SF",24,"MIL/IND",62,14,19.2,3.1,7.2,0.436,1.4,0.408,1.7,0.462,0.533,1.1,1.4,0.791,8.7,1188,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1,1,12,19.4,0.5,1,1.5,0.06,-0.8,-1.3,-2.1,0,1,NA,NA,NA,NA,NA,NA,NA,3.4,3.8,1.4,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2
"270","Jalen Johnson",2792640,"SF",21,"ATL",70,6,14.9,2.3,4.6,0.491,0.4,0.288,1.8,0.587,0.537,0.7,1.1,0.628,5.6,1042,14.1,0.554,0.323,0.242,5.3,24.6,14.8,10.4,1.7,2.8,10.3,16,0.8,1.3,2.1,0.099,-1.2,1.5,0.3,0.6,1,NA,NA,NA,NA,NA,NA,NA,1.5,3.1,1.1,0.7,3.3,4,1.2,0.5,0.5,0.6,1.6
"271","Tyrese Maxey",2726880,"SG",22,"PHI",60,41,33.6,7.3,15.2,0.481,2.7,0.434,4.7,0.513,0.568,3,3.6,0.845,20.3,2016,17,0.605,0.404,0.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,3.7,1.6,5.4,0.128,1.9,-1.2,0.6,1.3,1,NA,NA,NA,NA,NA,NA,NA,6.2,9.1,3.6,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2
"272","Bruno Fernando",2717391,"C",24,"HOU/ATL",39,4,10.4,1.5,2.9,0.527,0,0,1.5,0.546,0.527,0.9,1.3,0.7,3.9,405,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,0.109,-2.8,0.7,-2,0,1,NA,NA,NA,NA,NA,NA,NA,0.1,2.8,1.3,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9
"273","Walker Kessler",2696400,"C",21,"UTA",74,40,23,4,5.6,0.72,0,0.333,4,0.723,0.721,1.1,2.1,0.516,9.2,1703,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1,1,NA,NA,NA,NA,NA,NA,NA,0,5.6,2.1,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3
"274","Keon Johnson",2681040,"SG",20,"POR",40,0,10.4,1.7,4.5,0.376,0.7,0.346,1,0.402,0.455,0.7,1,0.659,4.7,416,9,0.482,0.455,0.23,3,9.2,6.1,20.9,2.2,1.3,18,25,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,1,NA,NA,NA,NA,NA,NA,NA,2,2.4,1,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1
"275","Charles Bassey",2674742,"C",22,"SAS",35,2,14.5,2.5,3.9,0.644,0.1,0.375,2.4,0.661,0.656,0.6,1.1,0.595,5.7,508,18.8,0.658,0.059,0.274,15.5,26.4,20.7,12.9,1.5,5.4,21.3,15.6,0.7,0.6,1.3,0.122,-0.7,1.3,0.6,0.3,1,NA,NA,NA,NA,NA,NA,NA,0.2,3.6,1.1,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1
"276","Matthew Dellavedova",2628597,"PG",32,"SAC",32,0,6.7,0.5,1.6,0.34,0.3,0.333,0.3,0.348,0.43,0.1,0.2,0.571,1.5,213,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0,15.9,12.7,0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2,1,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,0.2,0,0.4,0.4,1.3,0.2,0,0.3,0.6
"277","Trey Lyles",2625000,"PF",27,"SAC",74,0,16.9,2.5,5.5,0.458,1.2,0.363,1.4,0.595,0.565,1.4,1.7,0.815,7.6,1247,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7,1,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0,-0.9,-1,0.3,1,NA,NA,NA,NA,NA,NA,NA,3.2,2.3,1.7,0.9,3.1,4.1,0.9,0.4,0.4,0.9,1.3
"278","Zeke Nnaji",2617800,"PF",22,"DEN",53,5,13.7,2.1,3.7,0.561,0.3,0.262,1.8,0.71,0.605,0.8,1.2,0.645,5.2,728,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,1,NA,NA,NA,NA,NA,NA,NA,1.2,2.5,1.2,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2
"279","David Roddy",2588640,"PF",21,"MEM",70,4,18,2.6,6,0.429,0.9,0.307,1.6,0.553,0.506,0.6,0.9,0.631,6.7,1258,8.8,0.519,0.505,0.155,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7,-0.3,1.4,1.1,0.043,-3.2,-0.7,-3.9,-0.6,1,NA,NA,NA,NA,NA,NA,NA,3,3,0.9,0.7,2,2.8,0.8,0.4,0.3,0.8,1.5
"280","Isaiah Jackson",2573760,"C",21,"IND",63,12,16.5,2.8,5,0.563,0,0.143,2.8,0.582,0.566,1.5,2.3,0.651,7.2,1042,17.5,0.595,0.044,0.459,12.1,18,15,7,1.4,7.7,11.8,17.4,1.5,1.2,2.7,0.124,-1.7,0.9,-0.8,0.3,1,NA,NA,NA,NA,NA,NA,NA,0.2,4.8,2.3,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4
"281","MarJon Beauchamp",2485200,"SF",22,"MIL",52,11,13.5,1.8,4.7,0.395,0.9,0.331,0.9,0.485,0.492,0.5,0.7,0.73,5.1,701,8.2,0.513,0.584,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,1,NA,NA,NA,NA,NA,NA,NA,2.7,1.9,0.7,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4
"282","Usman Garuba",2471160,"C",20,"HOU",75,1,12.9,1.1,2.4,0.486,0.3,0.407,0.8,0.525,0.554,0.4,0.6,0.617,3,970,12.9,0.569,0.333,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,0.091,-2,0.6,-1.4,0.2,1,NA,NA,NA,NA,NA,NA,NA,0.8,1.6,0.6,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8
"283","Raul Neto",2463490,"PG",30,"CLE",48,1,10.5,1.2,2.3,0.518,0.3,0.286,0.9,0.662,0.573,0.6,0.7,0.912,3.3,505,12.6,0.628,0.382,0.309,2.3,8.4,5.4,21,1.7,0.7,16.1,13.2,0.8,0.6,1.5,0.142,-1.7,1.5,-0.2,0.2,1,NA,NA,NA,NA,NA,NA,NA,0.9,1.4,0.7,0.2,0.8,1,1.6,0.4,0.1,0.5,1
"284","Frank Kaminsky",2463490,"C",29,"HOU/ATL",36,0,6.5,0.9,1.8,0.492,0.4,0.394,0.5,0.6,0.595,0.4,0.4,0.875,2.5,235,15.3,0.635,0.524,0.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,0.141,1.2,1.7,2.8,0.3,1,NA,NA,NA,NA,NA,NA,NA,0.9,0.8,0.4,0.2,1.3,1.4,0.9,0.2,0.1,0.3,0.6
"285","Montrezl Harrell",2463490,"C",29,"PHI",57,7,11.9,2.2,3.7,0.598,0,0,2.2,0.616,0.598,1.2,1.8,0.693,5.6,681,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,0.1,3.6,1.8,1.2,1.6,2.8,0.6,0.3,0.4,0.6,1.3
"286","Blake Wesley",2385480,"SG",19,"SAS",37,1,18.1,1.9,5.8,0.321,0.5,0.385,1.3,0.301,0.367,0.7,1.2,0.591,5,669,3.5,0.393,0.242,0.205,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5,-1.9,0.3,-1.6,-0.114,-7.9,-1.8,-9.6,-1.3,1,NA,NA,NA,NA,NA,NA,NA,1.4,4.4,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8
"287","Josh Christopher",2372160,"SG",21,"HOU",64,2,12.3,2.4,5.1,0.465,0.3,0.236,2.1,0.55,0.497,0.7,0.9,0.75,5.8,786,11.5,0.523,0.271,0.182,2.8,7.2,5,14.3,2,1.9,14.4,21.9,-0.3,0.3,0,-0.001,-3,-1.4,-4.3,-0.5,1,NA,NA,NA,NA,NA,NA,NA,1.4,3.8,0.9,0.3,0.8,1.1,1.1,0.5,0.2,0.9,0.9
"288","Isaiah Roby",2330681,"PF",24,"SAS",42,2,11.3,1.6,3.7,0.432,0.4,0.3,1.2,0.516,0.49,0.5,1,0.488,4.1,474,9.3,0.497,0.387,0.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.011,-4,-0.6,-4.6,-0.3,1,NA,NA,NA,NA,NA,NA,NA,1.4,2.3,1,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3
"289","Lindy Waters III",2316876,"SG",25,"OKC",41,0,13,1.7,4.3,0.393,1.4,0.358,0.3,0.75,0.556,0.4,0.5,0.8,5.2,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3,1,NA,NA,NA,NA,NA,NA,NA,4,0.4,0.5,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1
"290","Immanuel Quickley",2316240,"SG",23,"NYK",81,21,28.9,5.2,11.6,0.448,2.1,0.37,3.1,0.521,0.537,2.5,3.1,0.819,14.9,2344,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1,1,NA,NA,NA,NA,NA,NA,NA,5.6,6,3.1,0.7,3.4,4.2,3.4,1,0.2,1.2,2
"291","John Konchar",2300000,"SF",26,"MEM",72,23,20.8,1.9,4.4,0.431,0.8,0.339,1.1,0.545,0.525,0.4,0.5,0.778,5.1,1494,10.8,0.542,0.553,0.113,4.5,17.4,11,8.2,2.4,1.5,9.9,10.4,1,2.5,3.5,0.111,-1.9,2.4,0.5,0.9,1,NA,NA,NA,NA,NA,NA,NA,2.5,2,0.5,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6
"292","Rodney McGruder",2298385,"SG",31,"DET",32,12,16.4,1.9,4.8,0.408,1.3,0.423,0.7,0.382,0.543,0.6,0.7,0.818,5.7,524,10.7,0.566,0.638,0.145,4.1,11.8,7.8,7.6,1.5,0.2,6.4,14,0.5,0.2,0.7,0.068,-0.8,-0.7,-1.5,0.1,1,NA,NA,NA,NA,NA,NA,NA,3,1.7,0.7,0.6,1.7,2.3,0.9,0.5,0,0.3,1.2
